Action,MatchKind,ContextKey,OldID,NewID,OldText,NewText,Occurrences,ActiveOccurrences,Packages,States,Locations,GameLocation,CandidateIDs,Applied
assign-mod-id,generated-context-not-in-game,BanterDef Ernie_VillagerFemale_12 Text section:Banters_Local_Ernie/Ernie_VillagerFemale_12 Fort not taken voice:CivilianFemale_1,895051116559,890000000001617,Мне страшно выходить за окраину. Бандиты из <em>форта</em> могут убить - или еще чего похуже!,Мне страшно выходить за окраину. Бандиты из <em>форта</em> могут убить - или еще чего похуже!,1,1,jazz-maps,moditems,jazz-maps:items.lua:107365,,895051116559,yes
assign-mod-id,generated-context-not-in-game,BanterDef Shared_Conversation_Legion_07_Ernie Text section:SharedOverheard_Enemies/Shared_Conversation_Legion_07_Ernie not taken Ernie Fort voice:LegionMale_2,901905131603,890000000001618,Тебе как - сладкую ложь или суровую правду жизни?,Тебе как - сладкую ложь или суровую правду жизни?,1,1,jazz-maps,moditems,jazz-maps:items.lua:107959,,901905131603,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for H30,905273324952,890000000001619,Wetlands,Wetlands,1,1,jazz-maps,moditems,jazz-maps:items.lua:37037,,351722511561 | 386849526320 | 561638338312 | 868506312221 | 880605825419 | 905273324952 | 930443039355,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for D18,929083374712,890000000001620,Camp Grand Prix,Camp Grand Prix,1,1,jazz-maps,moditems,jazz-maps:items.lua:33587,,929083374712,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for F10,932097434495,890000000001621,Savanna,Savanna,1,1,jazz-maps,moditems,jazz-maps:items.lua:34785,,105404009840 | 258117774774 | 293659664903 | 342048825717 | 352010995873 | 503047310675 | 682201321520 | 718471746619 | 771114970857 | 791011159552 | 806536099316 | 821862654085 | 849017194251 | 932097434495 | 939347628749 | 939476433141 | 991978958821,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for I12,932097434495,890000000001621,Savanna,Savanna,1,1,jazz-maps,moditems,jazz-maps:items.lua:37276,,105404009840 | 258117774774 | 293659664903 | 342048825717 | 352010995873 | 503047310675 | 682201321520 | 718471746619 | 771114970857 | 791011159552 | 806536099316 | 821862654085 | 849017194251 | 932097434495 | 939347628749 | 939476433141 | 991978958821,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for H13,939476433141,890000000001622,Savanna,Savanna,1,1,jazz-maps,moditems,jazz-maps:items.lua:36584,,105404009840 | 258117774774 | 293659664903 | 342048825717 | 352010995873 | 503047310675 | 682201321520 | 718471746619 | 771114970857 | 791011159552 | 806536099316 | 821862654085 | 849017194251 | 932097434495 | 939347628749 | 939476433141 | 991978958821,yes
restore-vanilla,generated-context,CampaignPreset HotDiamonds display_name Sector name for E8,958129071008,682201321520,Саванна,Savanna,1,1,jazz-maps,moditems,jazz-maps:items.lua:2229,CampaignPreset HotDiamonds display_name Sector name for E8,105404009840 | 258117774774 | 293659664903 | 342048825717 | 352010995873 | 503047310675 | 682201321520 | 718471746619 | 771114970857 | 791011159552 | 806536099316 | 821862654085 | 849017194251 | 932097434495 | 939347628749 | 939476433141 | 991978958821,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for L26,960290634722,890000000001623,Farmland,Farmland,1,1,jazz-maps,moditems,jazz-maps:items.lua:40586,,103040008364 | 126600612391 | 340166429972 | 568113508607 | 671801258616 | 696031593743 | 767396046195 | 847414401039 | 857182189161 | 960290634722,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for L31,960290634722,890000000001623,Farmland,Farmland,1,1,jazz-maps,moditems,jazz-maps:items.lua:40697,,103040008364 | 126600612391 | 340166429972 | 568113508607 | 671801258616 | 696031593743 | 767396046195 | 847414401039 | 857182189161 | 960290634722,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for A12,964205144819,890000000001624,Highlands,Highlands,1,1,jazz-maps,moditems,jazz-maps:items.lua:31428,,109599909548 | 214209723378 | 296385373440 | 368294662072 | 389232961179 | 623794348368 | 626295560563 | 964205144819,yes
assign-mod-id,generated-context-not-in-game,"BanterDef Ernie_Billy_07 Text section:Banters_Local_Ernie/Ernie_Billy_07 world flip, Fort not taken voice:BillyBoy",966695000937,890000000001625,"Когда штурмуем форт? Вы снимете часовых метательными ножами, а потом перебьете весь гарнизон в рукопашной, да?","Когда штурмуем форт? Вы снимете часовых метательными ножами, а потом перебьете весь гарнизон в рукопашной, да?",1,1,jazz-maps,moditems,jazz-maps:items.lua:107650,,966695000937,yes
assign-mod-id,generated-context-not-in-game,BanterDef Ernie_Billy_10 Text section:Banters_Local_Ernie/Ernie_Billy_10 Fort taken voice:BillyBoy,969050015016,890000000001626,Вот бы про вас тоже сняли фильм!,Вот бы про вас тоже сняли фильм!,1,1,jazz-maps,moditems,jazz-maps:items.lua:107740,,969050015016,yes
assign-mod-id,generated-context-not-in-game,BanterDef Shared_Conversation_Legion_07_Ernie Text section:SharedOverheard_Enemies/Shared_Conversation_Legion_07_Ernie not taken Ernie Fort voice:LegionMale_2,972844343963,890000000001627,"Le Major готовится к масштабной операции в Порт-Какао, для которой ему нужна лодка, набитая динамитом.","Le Major готовится к масштабной операции в Порт-Какао, для которой ему нужна лодка, набитая динамитом.",1,1,jazz-maps,moditems,jazz-maps:items.lua:107967,,972844343963,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for J18,989088992609,890000000001628,Burial Grounds,Burial Grounds,1,1,jazz-maps,moditems,jazz-maps:items.lua:38842,,989088992609,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for P8,991219243860,890000000001629,The Good Place,The Good Place,1,1,jazz-maps,moditems,jazz-maps:items.lua:43202,,345950167014 | 468702471396 | 991219243860,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for F11,991978958821,890000000001630,Savanna,Savanna,1,1,jazz-maps,moditems,jazz-maps:items.lua:34811,,105404009840 | 258117774774 | 293659664903 | 342048825717 | 352010995873 | 503047310675 | 682201321520 | 718471746619 | 771114970857 | 791011159552 | 806536099316 | 821862654085 | 849017194251 | 932097434495 | 939347628749 | 939476433141 | 991978958821,yes
restore-vanilla,equivalent-game-rows,,890000000001425,111675813514,Patrol,Patrol,1,1,jazz,loaded,jazz:Code/Guardpost_Patrols.lua:1471,,111675813514 | 192800648129 | 253348274119 | 431865987697 | 670973613508 | 749859607574 | 794071386174 | 998929221172,yes
restore-vanilla,equivalent-game-rows,,890000000001426,363102176749,Recon,Recon,1,1,jazz,loaded,jazz:Code/Guardpost_Patrols.lua:1472,EnemyRole Default Recon DisplayName,363102176749 | 771262338628,yes
